"Id";"country";"actor_name";"edad";"year_nacimiento";"pelis";"series";"genero_def";"edad_inicio_carrera";"genero_cine_main";"porc_genero_cine_main";"type_race";"prob_race";"age_by_picture";"year_nacimiento_from_1875";"author_graph";"profesion_main";"total_trabajos";"porc_profesion_main"
"46620";"United States of America";"Blake Shields";48;1972;3;25;"M";28;"Drama";25;"asian";49;33;97;"";;;
"118883";;"Graham Shiels";;;4;21;"M";;"Cienciaficcion";50;"latino hispanic";25;30;;"";;;
"458647";"United States of America";"Stella Schnabel";;;10;1;"F";;"Drama";57;"white";56;32;;"";"Direccion de produccion";2;50
"92059";"United States of America";"Bob Stephenson";;;16;13;"M";;"Comedia";45;"white";44;31;;"";"Direccion de produccion";1;100
"238561";"United States of America";"Lynn Shelton";;1965;12;14;"F";;"Drama";44;"white";91;31;90;"";"Direccion";18;44
"424830";"Spain";"Jorge Suquet";;;7;9;"M";;"Comedia";38;"white";99;23;;"";;;
"27754";"United States of America";"Brenda Strong";61;1960;14;26;"F";29;"Comedia";36;"white";100;29;85;"";;;
"247168";"Spain";"Eva Santolaria";45;1975;7;8;"F";22;"Comediadramatica";25;"white";99;23;100;"";;;
"99796";"United States of America";"Margo Stilley";38;1982;;;"F";;"";;"asian";99;32;107;;;;
"266621";"United Kingdom";"Freddie Stroma";34;1987;10;3;"M";24;"Comedia";31;"white";100;23;112;"";;;
"108447";"United States of America";"Zak Santiago";;;23;28;"M";;"Suspense";31;"latino hispanic";39;27;;"";;;
"76535";"United States of America";"Ernie Sabella";71;1949;12;13;"M";39;"Comedia";44;"white";99;27;74;"";;;
"92";"France";"Jean-Francois Stevenin";76;1944;59;1;"M";25;"Drama";45;"white";40;40;69;"";"Direccion";8;62
"13411";;"Silvio Soldini";;;;;"M";;"";;"white";60;38;;;"Direccion";14;57
"135625";;"Sarah Smyth";;;4;11;"F";;"Suspense";43;"white";95;28;;"";;;
"32162";"France";"Ludivine Sagnier";41;1979;37;2;"F";13;"Drama";33;"white";100;31;104;"";;;
"163572";"United States of America";"Michael Stuhlbarg";52;1968;26;10;"M";31;"Drama";45;"middle eastern";80;22;93;"";;;
"10339";"United Kingdom";"Imelda Staunton";65;1956;39;3;"F";39;"Comedia";40;"white";98;27;81;"";;;
"6233";"United Kingdom";"Timothy Spall";64;1957;62;6;"M";24;"Drama";49;"white";93;34;82;"";;;
"134608";"United States of America";"Peter Scanavino";41;1980;5;11;"M";26;"Comediadramatica";33;"white";100;24;105;"";;;
"7554";;"Martin Short";71;1950;32;13;"M";31;"Comedia";41;"white";49;31;75;"";"Guion";1;100
"169167";"United States of America";"Ty Simpkins";19;2001;15;4;"M";5;"Drama";35;"white";100;24;126;"";;;
"12123";"Italy";"Renato Scarpa";;;18;0;"M";;"Drama";38;"black";52;39;;"";;;
"718";"United States of America";"Everett Sloane";;1909;18;1;"M";;"Drama";53;"white";43;39;34;"";;;
"24795";"France";"Elie Semoun";57;1963;31;0;"M";34;"Comedia";51;"white";62;29;88;"";"Direccion";2;50
"105250";"United States of America";"Grant Show";59;1962;7;19;"M";25;"Drama";42;"white";85;30;87;"";;;
"418240";"United States of America";"Amy Schumer";39;1981;8;6;"F";29;"Comedia";54;"white";69;32;106;"";"Direccion";5;80
"103816";"United States of America";"Jimmi Simpson";45;1975;18;22;"M";27;"Comedia";40;"latino hispanic";27;23;100;"";;;
"266012";"United States of America";"Jesse Lee Soffer";36;1984;;;"M";;"";;"white";96;24;109;;;;
"125697";"United States of America";"Josh Stewart";44;1977;13;15;"M";28;"Suspense";33;"white";100;23;102;"";;;
"128220";;"Rebekah Staton";;;3;9;"F";;"Drama";40;"white";100;31;;"";;;
"81921";"France";"Frederic Saurel";;;9;4;"M";;"Comedia";47;"latino hispanic";30;39;;"";;;
"27871";"France";"Jean-Paul Salome";61;;;;"M";;"";;"white";91;47;;;"Direccion";15;53
"22597";"Germany";"Ernst Stotzner";;;6;5;"M";;"Drama";50;"white";64;47;;"";;;
"28329";"Germany";"Jorg Schuttauf";;;10;6;"M";;"Drama";56;"white";77;44;;"";;;
"117547";;"Tara Spencer-Nairn";;;7;5;"F";;"Drama";43;"white";100;34;;"";;;
"104280";"United States of America";"Anna Deavere Smith";70;1950;7;8;"F";44;"Drama";38;"latino hispanic";45;33;75;"";"Posproduccion";1;100
"34375";"United States of America";"Mena Suvari";42;1979;32;12;"F";18;"Comedia";32;"white";100;28;104;"";;;
"118595";;"Angela Sarafyan";37;1983;10;16;"F";21;"Romantico";33;"latino hispanic";31;29;108;"";;;
"52430";"United States of America";"Amy Sedaris";60;1961;21;22;"F";38;"Comedia";59;"white";72;39;86;"";"Guion";1;100
"177753";"United States of America";"Teddy Sears";43;1977;6;28;"M";25;"Comedia";33;"white";100;24;102;"";;;
"3436";"France";"Agnes Soral";60;1960;16;5;"F";29;"Comedia";50;"white";100;39;85;"";"Direccion de produccion";1;100
"61795";"Germany";"Edgar Selge";73;1948;13;1;"M";55;"Drama";30;"white";99;26;73;"";;;
"9840";"United States of America";"Robert Strauss";;1913;15;1;"M";;"Comedia";39;"middle eastern";47;31;38;"";"Guion";1;100
"24388";"United States of America";"Glenn Shadix";;;13;6;"M";;"Comedia";42;"white";73;44;;"";;;
"28163";;"Florent Siri";56;1965;;;"M";;"";;"white";74;31;90;;"Direccion";10;40
"183139";"Australia";"Kodi Smit-McPhee";24;1996;17;0;"M";11;"Drama";39;"white";36;23;121;"";;;
"572135";"Mexico";"Sofia Sisniega";31;1989;;;"F";;"";;"latino hispanic";29;31;114;;;;
"13925";"United States of America";"Cybill Shepherd";71;1950;21;13;"F";25;"Drama";48;"white";99;30;75;"";;;
"18598";"United States of America";"Jon Seda";50;1970;18;20;"M";24;"Drama";46;"white";67;23;95;"";;;
"80786";"United States of America";"Michael Showalter";50;1970;12;8;"M";30;"Comedia";53;"white";100;41;95;"";"Direccion";6;83
"37517";"Australia";"Gary Sweet";63;1957;9;3;"M";43;"Drama";50;"middle eastern";21;28;82;"";;;
"426544";"Costa Rica";"Harry Shum Jr.";38;1982;9;3;"M";27;"Romantico";40;"asian";99;23;107;"";;;
"29696";"United States of America";"Jean Smart";69;1951;33;24;"F";34;"Comedia";37;"white";66;32;76;"";"Direccion de produccion";1;100
"15982";"Spain";"Rosa Maria Sarda";;1941;37;0;"F";;"Comedia";56;"white";55;33;66;"";;;
"17396";"United States of America";"Tom Sizemore";59;1961;56;13;"M";30;"Accion";36;"white";47;38;86;"";"Direccion de produccion";2;50
"12445";"United States of America";"Dominique Swain";40;1980;22;1;"F";19;"Drama";40;"white";97;31;105;"";;;
"15239";"United States of America";"David Strathairn";72;1949;73;10;"M";33;"Drama";57;"middle eastern";58;43;74;"";;;
"557";"Spain";"Carlos Saura";89;1932;46;1;"M";32;"Drama";55;"white";73;37;57;"";"Direccion";87;51
"622";;"Michael Schultz";82;1938;6;37;"M";41;"Comedia";50;"black";60;44;63;"";"Direccion";8;100
"31669";;"David Saracino";;;10;1;"M";;"Suspense";38;"black";74;27;;"";;;
"4152";"United States of America";"Elisabeth Shue";57;1963;38;5;"F";21;"Drama";38;"white";100;27;88;"";;;
"97768";"Belgium";"Matthias Schoenaerts";43;1977;25;1;"M";31;"Drama";52;"white";100;27;102;"";;;
"169769";"Spain";"Miguel Ángel Silvestre";38;1982;13;11;"M";23;"Drama";38;"middle eastern";53;44;107;"";;;
"1087";"United States of America";"Susan Sarandon";74;1946;94;12;"F";25;"Drama";43;"white";100;33;71;"Susan Sarandon";"Direccion de produccion";3;100
"12399";"United States of America";"Kevin Spacey";61;1959;62;3;"M";28;"Drama";35;"white";78;32;84;"";"Direccion";3;67
"431317";"United States of America";"Jackie Sandler";46;1974;26;3;"F";26;"Comedia";74;"white";82;31;99;"";;;
"11733";"United States of America";"James Spader";61;1960;38;5;"M";23;"Drama";38;"white";68;35;85;"";;;
"79275";"Sweden";"Alexander Skarsgard";44;1976;23;6;"M";27;"Suspense";35;"white";84;27;101;"";"Direccion de produccion";1;100
"25348";"United States of America";"Ben Stiller";55;1965;81;15;"M";23;"Comedia";61;"white";54;37;90;"Ben Stiller";"Direccion";10;80
"150120";"Spain";"Manolo Solo";;;25;11;"M";;"Drama";42;"white";100;34;;"";;;
"96217";"Colombia";"Catalina Sandino Moreno";39;1981;15;6;"F";24;"Drama";31;"white";66;25;106;"";;;
"22165";;"Bryan Singer";55;1965;21;9;"M";31;"Cienciaficcion";31;"white";39;27;90;"";"Direccion";16;75
"14174";"United States of America";"Talia Shire";74;1946;27;2;"F";27;"Drama";50;"latino hispanic";34;38;71;"";;;
"27660";"United States of America";"Kevin Sorbo";62;1958;18;16;"M";39;"Comedia";33;"latino hispanic";29;29;83;"";;;
"31904";"Japan";"Shun Sugata";;;18;0;"M";;"Suspense";33;"latino hispanic";65;35;;"";;;
"52742";"United States of America";"William Schallert";;1922;27;14;"M";;"Drama";44;"white";88;39;47;"";;;
"25445";;"Hans-Christian Schmid";55;1965;;;"M";;"";;"latino hispanic";31;29;90;;"Direccion";18;39
"95496";;"Cliff Saunders";;;;;"M";;"";;"white";38;34;;;"Direccion";1;100
"130785";"United States of America";"Melody Thomas Scott";64;1956;;;"F";;"";;"asian";59;32;81;;;;
"3485";"United States of America";"Sissy Spacek";71;1949;36;4;"F";27;"Drama";69;"asian";59;27;74;"";;;
"205678";"United States of America";"Alison Sudol";36;1984;;;"F";;"";;"white";100;28;109;;;;
"20261";"United States of America";"Brooke Smith";53;1967;18;20;"F";22;"Drama";48;"white";100;25;92;"";;;
"58814";"United States of America";"Fred Savage";44;1976;10;31;"M";13;"Comedia";43;"white";86;26;101;"";"Direccion";8;100
"97977";"Canada";"Douglas Smith (III)";35;1985;13;13;"M";15;"Terror";27;"white";64;21;110;"";;;
"71786";"United States of America";"Paul Soter";;;;;"M";;"";;"white";45;32;;;"Guion";5;100
"66263";;"David Siegel";;;11;0;"M";;"Drama";50;"white";100;24;;"";"Montaje";13;38
"237340";"France";"David Salles";50;1970;12;3;"M";41;"Comedia";64;"indian";32;35;95;"";;;
"51003";"France";"Bruno Salomone";50;1970;15;3;"M";37;"Comedia";41;"white";67;34;95;"";;;
"434847";"United States of America";"Andrew Sensenig";;;13;9;"M";;"Terror";33;"white";100;42;;"";;;
"2924";"France";"Michel Subor";86;1935;26;1;"M";31;"Drama";58;"white";56;29;60;"";;;
"1680";"United States of America";"Lewis Stone";;1879;22;0;"M";;"Drama";42;"white";100;39;4;"";;;
"2659";"United Kingdom";"Jean Simmons";;1929;41;0;"F";;"Drama";45;"white";77;31;54;"";;;
"780233";"Spain";"Eneko Sagardoy";27;1994;;;"M";;"";;"white";49;26;119;;;;
"436891";"United States of America";"Alexandra Shipp";29;1991;15;2;"F";19;"Drama";35;"black";51;26;116;"";;;
"245658";"Spain";"Bea Segura";46;1975;6;5;"F";33;"Drama";50;"indian";34;33;100;"";;;
"11737";"France";"Brigitte Sy";;;11;2;"F";;"Drama";75;"middle eastern";72;25;;"";"Guion";3;67
"126220";"United States of America";"Tabitha St. Germain";56;1964;16;4;"F";38;"Animacion";47;"white";73;26;89;"";;;
"39697";"United States of America";"Morgana Shaw";;;12;2;"F";;"Suspense";29;"white";100;29;;"";;;
"10718";"Portugal";"Leonor Silveira";50;1970;16;0;"F";27;"Drama";53;"white";81;42;95;"";;;
"568";"United States of America";"Greta Scacchi";61;1960;41;6;"F";26;"Drama";59;"white";38;30;85;"";;;
"125478";"United States of America";"Kristen Schaal";43;1978;28;19;"F";26;"Comedia";53;"white";85;30;103;"";;;
"94662";"Canada";"Jonathan Scarfe";45;1975;14;23;"M";20;"Drama";41;"white";99;35;100;"";;;
"905632";"Poland";"Anna-Maria Sieklucka";28;1992;13;0;"F";28;"";;"white";86;22;117;"";;;
"34775";"Germany";"Tom Schilling";39;1982;15;2;"M";20;"Drama";68;"white";80;22;107;"";;;
"16906";"Italy";"Bud Spencer";;1929;49;0;"M";;"Comedia";42;"latino hispanic";27;33;54;"";"Guion";1;100
"90823";"Italy";"Riccardo Scamarcio";41;1979;25;2;"M";29;"Drama";54;"middle eastern";31;26;104;"";"Direccion de produccion";6;67
"104975";"United States of America";"John Stamos";57;1963;14;19;"M";25;"Comedia";50;"latino hispanic";36;25;88;"";;;
"18050";"United States of America";"Wes Studi";73;1947;22;6;"M";45;"Drama";35;"asian";35;36;72;"";;;
"93187";;"Honglei Sun";50;1970;;;"M";;"";;"black";40;35;95;;;;
"66440";"Japan";"SABU";56;1964;;;"M";;"";;"asian";87;45;89;;"Direccion";12;67
"438574";;"Alfonso Sanchez";;;10;2;"M";;"Comedia";64;"white";93;24;;"";"Direccion";9;44
"130247";"Spain";"Julieta Serrano";88;1933;28;5;"F";40;"Drama";46;"white";41;51;58;"";;;
"415801";"United States of America";"Jenny Slate";39;1982;20;15;"F";29;"Comedia";45;"white";51;33;107;"";"Direccion de produccion";2;100
"18889";"United States of America";"Eric Stoltz";59;1961;43;24;"M";22;"Drama";41;"white";97;33;86;"";"Direccion";2;100
"112798";;"Stephen Singer";;;11;8;"M";;"Romantico";33;"white";80;43;;"";;;
"23509";"Germany";"Martin Semmelrogge";65;1955;;;"M";;"";;"white";85;38;80;;;;
"27577";"United Kingdom";"John Steiner";;;18;0;"M";;"Drama";33;"white";38;26;;"";;;
"15243";"United States of America";"Kevin Smith";50;1970;33;12;"M";25;"Comedia";53;"middle eastern";40;37;95;"";"Direccion";18;89
"3194";"United States of America";"Annabella Sciorra";57;1964;28;13;"F";27;"Drama";37;"white";62;26;89;"";;;
"48086";;"Christian Sanchez";;;;;"M";;"";;"middle eastern";59;24;;;;;
"262";"United States of America";"Harry Dean Stanton";;1926;76;6;"M";;"Drama";45;"white";98;34;51;"";;;
"415035";"United States of America";"Tika Sumpter";40;1980;14;4;"F";31;"Comedia";31;"black";100;30;105;"";;;
"170885";;"Andrew Shim";;;;;"M";;"";;"black";98;24;;;;;
"46857";;"Michael Showers";;;;;"M";;"";;"white";76;42;;;;;
"232851";;"Andrew Stewart-Jones";;;3;15;"M";;"Comedia";40;"black";100;38;;"";;;
"97880";"United States of America";"Scott L. Schwartz";;;13;2;"M";;"Comedia";37;"white";36;34;;"";;;
"1964";"United States of America";"Randolph Scott";;1898;37;0;"M";;"Western";75;"white";84;40;23;"";"Direccion de produccion";3;100
"46807";"United States of America";"John Slattery";58;1962;27;20;"M";35;"Drama";44;"white";100;30;87;"";"Direccion";3;33
"46104";"United Kingdom";"Alexander Siddig";55;1965;14;16;"M";29;"Drama";38;"white";41;34;90;"";;;
"25556";"United States of America";"Miguel Sandoval";69;1951;33;22;"M";34;"Drama";38;"latino hispanic";44;47;76;"";;;
"43295";"Spain";"Alberto San Juan";52;1968;33;5;"M";30;"Comedia";37;"middle eastern";93;28;93;"";"Direccion";1;100
"15246";"United States of America";"Ethan Suplee";44;1976;25;15;"M";19;"Drama";46;"white";61;25;101;"";;;
"407438";;"Tarik Saleh";49;1972;;;"M";;"";;"black";41;28;97;;"Direccion";7;71
"204454";"United States of America";"Kwasi Songui";;;15;5;"M";;"Drama";47;"black";91;33;;"";;;
"93635";"United States of America";"Dax Shepard";46;1975;18;9;"M";31;"Comedia";60;"white";89;29;100;"";"Direccion";4;50
"17388";"United States of America";"Tony Shalhoub";67;1953;45;12;"M";34;"Comedia";37;"middle eastern";41;27;78;"";"Direccion";1;100
"13298";"United States of America";"William Sadler";70;1950;46;40;"M";33;"Drama";32;"white";83;39;75;"";;;
"6315";"United States of America";"Sam Shepard";;1943;57;2;"M";;"Drama";55;"asian";55;39;68;"";"Guion";9;78
"30279";"United States of America";"Jason Schwartzman";40;1980;32;9;"M";19;"Comedia";52;"white";67;28;105;"";"Guion";5;60
"1952";"United States of America";"Frank Sinatra";;1915;121;2;"M";;"Comedia";35;"white";85;24;40;"Frank Sinatra";"Musica";96;95
"6193";"United States of America";"Kristy Swanson";51;1969;25;4;"F";23;"Comedia";38;"white";98;29;94;"";;;
"261553";"United States of America";"Garret Sato";;;10;2;"M";;"Accion";43;"asian";46;25;;"";;;
"197762";;"Donavon Stinson";;;12;4;"M";;"Comedia";33;"white";36;39;;"";;;
"108133";;"Mark Sivertsen";;;9;11;"M";;"Drama";46;"white";39;33;;"";;;
"65675";;"Gotz Schubert";;;8;4;"M";;"Drama";55;"white";100;35;;"";;;
"561";"Canada";"Donald Sutherland";85;1935;98;12;"M";30;"Drama";43;"white";98;43;60;"Donald Sutherland";"Direccion de produccion";1;100
"250512";"Spain";"Amaia Salamanca";35;1986;12;8;"F";22;"Comedia";47;"white";45;27;111;"";;;
"126993";"Sweden";"Gustaf Skarsgard";40;1980;8;3;"M";23;"Drama";56;"middle eastern";74;37;105;"";;;
"149205";"France";"Lea Seydoux";35;1985;26;0;"F";23;"Drama";47;"white";94;26;110;"";;;
"19543";"Spain";"Santiago Segura";55;1965;67;6;"M";28;"Comedia";61;"white";57;36;90;"";"Direccion de produccion";34;47
"7542";"United Kingdom";"Tilda Swinton";60;1960;58;1;"F";28;"Drama";52;"white";100;29;85;"";"Direccion de produccion";8;75
"87399";"United States of America";"Brenda Song";33;1988;8;15;"F";13;"Comedia";39;"white";52;31;113;"";;;
"34999";"United States of America";"Melissa Sagemiller";46;1974;8;7;"F";31;"Drama";27;"white";100;29;99;"";;;
"644408";"United States of America";"Lakeith Stanfield";29;1991;21;2;"M";24;"Drama";42;"black";88;26;116;"";;;
"119916";"United Kingdom";"Reece Shearsmith";51;1969;6;6;"M";36;"Comedia";40;"white";60;31;94;"";"Posproduccion";3;67
"223649";"United States of America";"Jeremy Strong";42;1978;17;4;"M";31;"Drama";46;"white";65;26;103;"";;;
"24633";"Germany";"Elke Sommer";80;1940;15;1;"F";57;"Aventura";33;"white";100;33;65;"";;;
"118607";"Canada";"Charlotte Sullivan";37;1983;11;12;"F";16;"Suspense";36;"white";49;30;108;"";;;
"70610";"Germany";"Karin Schubert";76;1944;;;"F";;"";;"white";99;28;69;;;;
"11952";"United States of America";"Henry Silva";92;1928;40;0;"M";42;"Accion";32;"indian";100;33;53;"";;;
"104435";"Canada";"Jewel Staite";38;1982;7;18;"F";12;"Drama";29;"white";79;25;107;"";;;
"13118";"United States of America";"Campbell Scott";59;1961;35;13;"M";28;"Drama";38;"white";99;31;86;"";"Direccion de produccion";12;67
"483867";"United States of America";"Willow Shields";20;2000;;;"F";;"";;"white";90;29;125;;;;
"132734";"United Kingdom";"Rafe Spall";38;1983;27;5;"M";20;"Drama";42;"white";98;27;108;"";;;
"22325";"United States of America";"Jeremy Sisto";46;1974;33;12;"M";19;"Drama";38;"white";46;31;99;"";;;
"82413";"United States of America";"Randy Sklar";;;4;8;"M";;"Comedia";60;"white";46;27;;"";;;
"50698";"United States of America";"Nick Swardson";44;1976;25;2;"M";27;"Comedia";69;"white";60;33;101;"";"Guion";7;57
"121449";"Netherlands";"Carel Struycken";72;1948;11;4;"M";38;"Comedia";35;"asian";33;43;73;"";;;
"573155";;"Madeleine Sami";;;;;"F";;"";;"latino hispanic";36;35;;;"Direccion";2;50
"61014";;"Martin Savage";;;10;2;"M";;"Drama";40;"white";100;28;;"";;;
"82412";"United States of America";"Jason Sklar";;;4;8;"M";;"Comedia";60;"white";93;30;;"";;;
"19785";"United States of America";"Gregory Smith";37;1983;17;17;"M";9;"Comedia";42;"white";100;22;108;"";"Direccion de produccion";1;100
"223335";"Spain";"Rodrigo Sorogoyen";;;;;"M";;"";;"middle eastern";42;26;;;"Direccion";9;78
"549075";;"Igor Szpakowski";;;;;"M";;"";;"white";82;23;;;;;
"99353";"United States of America";"Lori Singer";63;1957;14;3;"F";28;"Drama";43;"white";100;31;82;"";"Direccion de produccion";1;100
"50635";"United States of America";"Eric Stonestreet";49;1971;9;14;"M";30;"Comedia";60;"white";83;26;96;"";;;
"444654";;"Pablo Sigal";;;;;"M";;"";;"latino hispanic";26;33;;;;;
"429347";;"Eric Steinig";;;;;"M";;"";;"white";71;23;;;"Reparto";1;100
"128128";"United States of America";"Clayton Snyder";33;1987;;;"M";;"";;"middle eastern";46;22;112;;;;
"415";"United States of America";"Barbara Stanwyck";;1907;33;0;"F";;"Drama";37;"white";100;25;32;"";;;
"265329";;"Luis Miguel Segui";;;;;"M";;"";;"white";100;25;;;;;
"95443";"United States of America";"KaDee Strickland";45;1975;13;6;"F";28;"Comedia";31;"white";42;32;100;"";;;
"15298";"France";"Vittoria Scognamiglio";;;;;"F";;"";;"latino hispanic";35;29;;;;;
"123564";"Spain";"Enrique San Francisco";;1955;27;3;"M";;"Comedia";47;"white";61;50;80;"";;;
"16798";"Italy";"Toni Servillo";62;1959;23;1;"M";40;"Drama";52;"white";55;31;84;"";;;
"180905";"Germany";"Rainer Sellien";;;10;9;"M";;"Drama";50;"white";89;32;;"";;;
"57030";"United States of America";"June Squibb";91;1929;21;23;"F";63;"Comedia";42;"white";98;49;54;"";;;
"69915";"United States of America";"Matt Schulze";48;1972;14;5;"M";28;"Accion";48;"latino hispanic";32;33;97;"";;;
"1514";"United Kingdom";"Julian Sands";63;1958;46;19;"M";29;"Drama";49;"white";44;24;83;"";;;
"38974";"Ireland";"Pat Shortt";;;;;"M";;"";;"white";29;26;;;;;
"79128";"Australia";"Angus Sampson";42;1979;12;4;"M";27;"Terror";46;"white";31;32;104;"";"Direccion";3;33
"511384";"United Kingdom";"Hannah Simone";40;1980;;;"F";;"";;"white";76;30;105;;;;
"6797";"Spain";"Mercedes Sampietro";;;37;6;"F";;"Drama";72;"white";54;46;;"";"Direccion";1;100
"266624";"United Kingdom";"Anna Shaffer";29;1992;;;"F";;"";;"white";63;32;117;;;;
"70647";"France";"Hubert Saint-Macary";;;31;2;"M";;"Drama";36;"latino hispanic";41;40;;"";;;
"237193";"United States of America";"Tiya Sircar";38;1982;8;20;"F";26;"Comedia";42;"indian";56;28;107;"";;;
"50654";"United States of America";"Kevin Sussman";50;1970;15;10;"M";27;"Comedia";53;"white";47;31;95;"";;;
"29200";"United States of America";"Molly Shannon";56;1964;48;24;"F";26;"Comedia";60;"white";100;43;89;"";"Guion";1;100
"48049";"France";"Isabelle Spade";;;;;"F";;"";;"white";86;33;;;;;
"104769";"Canada";"Cobie Smulders";39;1982;18;11;"F";23;"Comedia";35;"white";94;25;107;"";;;
"36121";"United States of America";"Tom Selleck";76;1945;23;7;"M";33;"Drama";41;"latino hispanic";38;25;70;"";"Direccion de produccion";10;60
"139516";"Spain";"Hugo Silva";43;1977;28;11;"M";28;"Comedia";46;"middle eastern";32;36;102;"";;;
"665139";"United States of America";"Sadie Sink";18;2002;;;"F";;"";;"white";78;20;127;;;;
"11542";;"Steven Seagal";68;1952;42;1;"M";40;"Accion";54;"latino hispanic";52;28;77;"";"Guion";12;75
"25102";"United States of America";"Rob Schneider";57;1963;37;5;"M";32;"Comedia";67;"latino hispanic";35;30;88;"";"Direccion";3;67
"115090";;"Sebastian Stan";38;1982;25;8;"M";21;"Drama";34;"white";100;25;107;"";;;
"569589";;"Karl Shiels";;;;;"M";;"";;"white";63;29;;;;;
"176087";"Germany";"Matthias Schweighofer";40;1981;24;1;"M";22;"Comedia";50;"white";93;28;106;"";"Direccion";5;60
"458911";"United States of America";"Samantha Sloyan";42;1979;4;13;"F";32;"Drama";33;"white";99;31;104;"";;;
"10164";"United States of America";"Craig Sheffer";60;1960;31;6;"M";30;"Suspense";30;"white";99;26;85;"";"Direccion de produccion";1;100
"5754";"United States of America";"Mack Swain";;;;;"M";;"";;"white";93;22;;;;;
"14042";"United Kingdom";"Donald Sumpter";;;12;10;"M";;"Suspense";47;"indian";47;29;;"";;;
"24420";"United States of America";"Johnathon Schaech";51;1969;37;15;"M";27;"Drama";35;"white";57;32;94;"";;;
"62467";"United States of America";"Sarah Silverman";50;1970;24;16;"F";21;"Comedia";56;"white";74;30;95;"";"Posproduccion";1;100
"2104";;"Slavko Stimac";60;1960;;;"M";;"";;"white";66;41;85;;;;
"1096";"United States of America";"Robert Stack";;1919;25;3;"M";;"Comedia";36;"white";98;27;44;"";;;
"17865";"United States of America";"Doug Savant";56;1964;9;28;"M";24;"Drama";25;"white";71;33;89;"";;;
"12577";"Ireland";"Fiona Shaw";62;1958;32;9;"F";31;"Drama";40;"white";100;31;83;"";;;
"204413";;"Hilmi Sozer";51;1970;11;1;"M";37;"Drama";40;"white";44;31;95;"";;;
"118629";"United States of America";"Mitch Silpa";48;1973;4;12;"M";32;"Comedia";60;"white";47;26;98;"";;;
"67702";"United Kingdom";"William Squire";;1916;;;"M";;"";;"white";100;24;41;;;;
"46859";"United States of America";"Rena Sofer";52;1968;6;24;"F";29;"Suspense";33;"white";75;24;93;"";;;
"13172";"United States of America";"Daniel Stern";63;1957;25;9;"M";26;"Comedia";54;"white";74;43;82;"";"Direccion";2;50
"180256";;"Jeffery Scott Lando";51;1969;;;"M";;"";;"white";72;26;94;;"Direccion";13;46
"121143";"United States of America";"Patrick St. Esprit";66;1954;16;39;"M";42;"Accion";38;"white";99;26;79;"";;;
"13771";"United States of America";"Fisher Stevens";57;1963;50;19;"M";19;"Comedia";36;"middle eastern";56;34;88;"";"Direccion";7;100
"27079";"Japan";"Tetta Sugimoto";55;1965;;;"M";;"";;"asian";41;38;90;;;;
"99322";"United States of America";"Wallace Shawn";77;1943;60;24;"M";37;"Comedia";50;"white";100;32;68;"";"Direccion de produccion";2;50
"409390";"United States of America";"Ryann Shane";;;;;"F";;"";;"latino hispanic";47;30;;;;;
"79911";"United Kingdom";"Sam Spruell";44;1977;20;5;"M";27;"Drama";33;"white";83;29;102;"";;;
"5116";"France";"Caroline Sihol";;;12;0;"F";;"Drama";45;"white";52;29;;"";;;
"507142";"United States of America";"Kris Swanberg";40;1980;;;"F";;"";;"white";45;29;105;;"Direccion";4;50
"85595";"United Kingdom";"Robert Stone";;;12;0;"M";;"Suspense";33;"white";87;39;;"";"Direccion de produccion";11;45
"11919";"Germany";"Lena Stolze";64;1956;;;"F";;"";;"white";99;25;81;;;;
"115803";"United States of America";"Joseph Sikora";44;1976;11;27;"M";22;"Suspense";40;"white";95;28;101;"";;;
"119997";"United States of America";"Lisa Sheridan";;1974;4;17;"F";;"Drama";50;"asian";99;26;99;"";;;
"103815";"United States of America";"Geoff Stults";43;1977;13;15;"M";24;"Comedia";42;"white";46;32;102;"";;;
"96915";"United States of America";"David Sutcliffe";51;1969;10;14;"M";31;"Comediadramatica";36;"white";58;31;94;"";;;
"110902";"United Kingdom";"Charles Shaughnessy";66;1955;11;17;"M";10;"Comedia";38;"white";73;33;80;"";;;
"97236";"France";"Laetitia Spigarelli";;;11;1;"F";;"Drama";55;"white";64;28;;"";;;
"33130";"France";"Steve Suissa";50;1970;;;"M";;"";;"white";99;32;95;;"Direccion";6;50
"11073";"Canada";"William Shatner";90;1931;37;17;"M";30;"Comedia";38;"asian";91;35;56;"";"Direccion";2;100
"79862";;"Miguel Sapochnik";46;1974;3;15;"M";37;"Cienciaficcion";40;"middle eastern";78;30;99;"";"Direccion";5;100
"59198";"United States of America";"Riley Smith";42;1978;10;22;"M";22;"Comedia";38;"latino hispanic";22;29;103;"";;;
"1603";"United States of America";"George C. Scott";;1927;36;1;"M";;"Drama";45;"white";64;29;52;"";;;
"1309";"United States of America";"Rod Steiger";;1925;59;2;"M";;"Drama";47;"white";75;37;50;"";;;
"169764";"Spain";"Daniel Sanchez Arevalo";51;1970;;;"M";;"";;"middle eastern";44;34;95;;"Guion";13;54
"91562";"France";"Anne Suarez";43;;12;3;"F";26;"Drama";46;"white";99;29;;"";;;
"852";"United States of America";"Martin Scorsese";78;1942;104;10;"M";22;"Drama";43;"white";57;25;67;"Martin Scorsese";"Direccion";60;78
"8092";"United States of America";"Charlie Sheen";55;1965;52;7;"M";11;"Comedia";37;"latino hispanic";34;26;90;"";"Guion";1;100
